participant_id,best_initial_guess,best_parameters,EV_Gau,EV_Dir,EV,best_weight,best_obj_weight,total_nll,AIC,BIC
1,"[3.6665732113868716, 0.7055715260308748, 0.8805312298182871]",[2.31067687 0.5        0.06794917],[2.36487576 0.91566168 3.32422656 0.30413197],[0.25 0.25 0.25 0.25],[0.5 0.5 0.5 0.5],"[0.08517951583579489, 0.1511929907415111, 0.08517951583579489, 0.345317610001504, 0.22246619191423667, 0.37604163718684475, 0.3777529261419365, 0.24171210129467444, 0.32621909480566835, 0.20098635253821054, 0.3005928694114522, 0.21491466808812204, 0.2720717012277133, 0.2528341220443039, 0.23855181831202232, 0.23784969315514995, 0.23937355701847648, 0.2336936532490527, 0.2302681907527212, 0.20981269182136963, 0.22756987406478243, 0.22698856507335502, 0.21520275503648645, 0.22916450547877376, 0.26135209679562443, 0.20476866781180908, 0.25594381040354924, 0.25134120376120606, 0.24501442189467634, 0.20108747867036464, 0.19408111994283123, 0.18452964535254002, 0.24242139078640257, 0.18802653899429275, 0.250399641214055, 0.2462276925377605, 0.1825833420346794, 0.2438806283820259, 0.22995703728030756, 0.22729542281107465, 0.23496005865056746, 0.23362573974328946, 0.23062624274540616, 0.19312466777239476, 0.2278620281101727, 0.22715308028981027, 0.2245854794942515, 0.18763699117865645, 0.22244264640838343, 0.22066325840627887, 0.18265516030283846, 0.22230752604545745, 0.22186000360103447, 0.26201986185186227, 0.2601022662884976, 0.18743710461768276, 0.18497430541890414, 0.2505665041884521, 0.18278839088532178, 0.24870066476234162, 0.25358456977853217, 0.24671602741232251, 0.24611413482384714, 0.17825547389649826, 0.24436819404350701, 0.24495010542877454, 0.24529317997683053, 0.2435723386082219, 0.24413309143881387, 0.24576241605865534, 0.17941528281097968, 0.24460907697400808, 0.17643307521559135, 0.17550409946701756, 0.19526009320568427, 0.19339358510523505, 0.2432286709036063, 0.24359727605111758, 0.24430968843436535, 0.24353444061983093, 0.24318814079561465, 0.193135677623384, 0.24495737476686238, 0.24380361352268914, 0.19141339882327046, 0.23644660748744928, 0.23728056908303471, 0.22994213690907475, 0.23562981001922442, 0.22892002416296672, 0.23304795738806566, 0.25657297743064794, 0.230097630993963, 0.23838909315184165, 0.26339960082062797, 0.23367831854624638, 0.23045012095596795, 0.2276652880424484, 0.2658824627138507, 0.23454734906614416, 0.23719256847430956, 0.2658445694128467, 0.23596961547775616, 0.2340034347837782, 0.23359737439878928, 0.23406056115292864, 0.2630690098128367, 0.2603368717893943, 0.23369914215993476, 0.23256131622274134, 0.2291394176698844, 0.22938207554871148, 0.25951698470464674, 0.2324085374650985, 0.25270044463076, 0.2352308446233472, 0.25047015790787475, 0.25120937823971473, 0.23533108864802083, 0.23742220460587668, 0.23835483200045626, 0.23885687046031637, 0.23940137276115747, 0.23892344930509127, 0.2358623397615175, 0.26107549607079406, 0.2588586447640952, 0.2577723087779572, 0.2588937327554266, 0.23539882721981256, 0.2344335223375393, 0.25854315602966205, 0.2344090666514944, 0.23758131453056985, 0.2565254541700431, 0.237405911607852, 0.23784186812817265, 0.2515198606757481, 0.25264578167906515, 0.25718284160532456, 0.25669346421566513, 0.2556225497556261, 0.2581812196846483, 0.2537588641679849, 0.25881037505803645, 0.25622792158433, 0.25597577234370167, 0.25807029852173824, 0.2519723210856816, 0.25851027391526565, 0.25400860990345253, 0.25400860990345253, 0.2677156142286224, 0.2455466841511147, 0.2455466841511147, 0.2455466841511147, 0.2589555689573183, 0.2589555689573183, 0.2677156142286224, 0.2589555689573183, 0.25400860990345253, 0.2677156142286224, 0.2589555689573183, 0.2455466841511147, 0.2589555689573183, 0.2677156142286224, 0.25400860990345253, 0.2455466841511147, 0.2677156142286224, 0.25400860990345253, 0.2455466841511147, 0.2677156142286224, 0.2455466841511147, 0.25400860990345253, 0.2455466841511147, 0.2455466841511147, 0.2589555689573183, 0.2455466841511147, 0.2589555689573183, 0.2589555689573183, 0.2677156142286224, 0.2677156142286224, 0.25400860990345253, 0.25400860990345253, 0.2589555689573183, 0.2589555689573183, 0.2677156142286224, 0.25400860990345253, 0.2677156142286224, 0.25400860990345253, 0.2589555689573183, 0.2455466841511147, 0.2677156142286224, 0.25400860990345253, 0.2677156142286224, 0.2589555689573183, 0.25400860990345253, 0.25400860990345253, 0.2677156142286224, 0.25400860990345253, 0.2589555689573183, 0.25400860990345253, 0.2455466841511147, 0.2455466841511147, 0.2455466841511147, 0.2589555689573183, 0.2677156142286224, 0.2677156142286224, 0.2455466841511147, 0.2589555689573183, 0.2455466841511147, 0.2677156142286224, 0.25400860990345253, 0.2589555689573183, 0.2589555689573183, 0.2455466841511147, 0.2455466841511147, 0.2589555689573183, 0.25400860990345253, 0.2455466841511147, 0.2455466841511147, 0.2677156142286224, 0.25400860990345253, 0.25400860990345253, 0.2589555689573183, 0.25400860990345253, 0.2677156142286224, 0.2677156142286224, 0.2677156142286224, 0.2589555689573183, 0.2677156142286224, 0.25400860990345253, 0.2455466841511147, 0.2677156142286224, 0.2589555689573183, 0.2455466841511147, 0.25400860990345253, 0.2455466841511147, 0.2677156142286224, 0.2455466841511147, 0.2589555689573183, 0.25400860990345253, 0.25400860990345253, 0.2589555689573183, 0.2589555689573183, 0.2589555689573183, 0.2455466841511147, 0.25400860990345253, 0.2677156142286224, 0.2677156142286224]","[0.5608618220806182, 0.7095815430801196, 0.5608618220806182, 0.8785683022933912, 0.7969395870424283, 0.8920875046873609, 0.8927869914321195, 0.8138633732402446, 0.8691303764026534, 0.7753004236947645, 0.8549731365132178, 0.7896930116048232, 0.8367838515587261, 0.8227474494291686, 0.8112253266804774, 0.8106320748380462, 0.8119163173989484, 0.8070658595344964, 0.8040543977105299, 0.7845822923875808, 0.8016347575956991, 0.8011078912667046, 0.7899762986136699, 0.8030698261410735, 0.829158413377215, 0.7793487369805518, 0.8251257560421991, 0.8215897313599015, 0.8165649420245481, 0.7754100861259942, 0.7676199267869672, 0.7563317407446076, 0.8144483166214636, 0.7605582961123682, 0.8208541725550054, 0.8175437003202743, 0.7539303028836333, 0.8156436425924777, 0.803777537911472, 0.8013862596547862, 0.8081625500710422, 0.8070067960160778, 0.8043722977363698, 0.7665253164007285, 0.8018987952588965, 0.801257201998132, 0.7989084305904001, 0.760092959758436, 0.796917557303498, 0.7952426905470517, 0.7540195512426934, 0.7967910688040831, 0.7963713230479273, 0.8296474475228646, 0.8282379251788993, 0.7598536552727403, 0.7568754064021705, 0.8209848344682563, 0.7541849866496632, 0.8195162071886444, 0.8233254717929189, 0.8179355848911165, 0.817452402324568, 0.7484599622634515, 0.8160406219861377, 0.8165128523969473, 0.8167904678810584, 0.8153920108882508, 0.8158493495169632, 0.8171692223135355, 0.7499439356349145, 0.8162363085779294, 0.7461009441261575, 0.7448854054944918, 0.7689586815301065, 0.7668338563238768, 0.815110934888143, 0.8154123831798189, 0.8159930495953518, 0.8153610446237702, 0.815077746897343, 0.7665379604435325, 0.8165187408403362, 0.8155808267556641, 0.7645475100336994, 0.809438634198738, 0.8101492655518622, 0.8037642657705529, 0.8087389727135309, 0.8028507741113584, 0.8065032650194968, 0.8256015793058535, 0.8039027052476895, 0.811088068033944, 0.8306518431722413, 0.8070525253823115, 0.8042160182938936, 0.8017210444903428, 0.8324390047373762, 0.8078061231901988, 0.8100744560079156, 0.8324119227662414, 0.8090304883785044, 0.8073349471493133, 0.8069821194273121, 0.8073845109860041, 0.8304119248323494, 0.8284112273747845, 0.8070706320491202, 0.8060777119645389, 0.8030473638190837, 0.8032644736243715, 0.8278045316200346, 0.8059438368932762, 0.8226442114399324, 0.8083958987143202, 0.8209094067585972, 0.8214870006568096, 0.8084821814846539, 0.8102695827926347, 0.8110591507994619, 0.8114822590090826, 0.8119396448599001, 0.8115382698869551, 0.808938525671475, 0.8289552832069583, 0.8273152429340236, 0.8265036735600931, 0.8273413690389713, 0.8085404547356853, 0.8077076540931157, 0.8270800894959615, 0.8076864886506492, 0.8104046157258064, 0.8255657010261548, 0.8102557476257372, 0.8106254483478205, 0.8217288265087213, 0.8226019716823065, 0.8260611025763019, 0.8256924967352263, 0.8248821038259735, 0.8268097731715367, 0.8234593462369552, 0.827279293001244, 0.8253408436180892, 0.8251499711985129, 0.8267268140832119, 0.8220804216749747, 0.8270555550793901, 0.8236509298598239, 0.8236509298598239, 0.8337420626115702, 0.8169952256320814, 0.8169952256320814, 0.8169952256320814, 0.8273873983273177, 0.8273873983273177, 0.8337420626115702, 0.8273873983273177, 0.8236509298598239, 0.8337420626115702, 0.8273873983273177, 0.8169952256320814, 0.8273873983273177, 0.8337420626115702, 0.8236509298598239, 0.8169952256320814, 0.8337420626115702, 0.8236509298598239, 0.8169952256320814, 0.8337420626115702, 0.8169952256320814, 0.8236509298598239, 0.8169952256320814, 0.8169952256320814, 0.8273873983273177, 0.8169952256320814, 0.8273873983273177, 0.8273873983273177, 0.8337420626115702, 0.8337420626115702, 0.8236509298598239, 0.8236509298598239, 0.8273873983273177, 0.8273873983273177, 0.8337420626115702, 0.8236509298598239, 0.8337420626115702, 0.8236509298598239, 0.8273873983273177, 0.8169952256320814, 0.8337420626115702, 0.8236509298598239, 0.8337420626115702, 0.8273873983273177, 0.8236509298598239, 0.8236509298598239, 0.8337420626115702, 0.8236509298598239, 0.8273873983273177, 0.8236509298598239, 0.8169952256320814, 0.8169952256320814, 0.8169952256320814, 0.8273873983273177, 0.8337420626115702, 0.8337420626115702, 0.8169952256320814, 0.8273873983273177, 0.8169952256320814, 0.8337420626115702, 0.8236509298598239, 0.8273873983273177, 0.8273873983273177, 0.8169952256320814, 0.8169952256320814, 0.8273873983273177, 0.8236509298598239, 0.8169952256320814, 0.8169952256320814, 0.8337420626115702, 0.8236509298598239, 0.8236509298598239, 0.8273873983273177, 0.8236509298598239, 0.8337420626115702, 0.8337420626115702, 0.8337420626115702, 0.8273873983273177, 0.8337420626115702, 0.8236509298598239, 0.8169952256320814, 0.8337420626115702, 0.8273873983273177, 0.8169952256320814, 0.8236509298598239, 0.8169952256320814, 0.8337420626115702, 0.8169952256320814, 0.8273873983273177, 0.8236509298598239, 0.8236509298598239, 0.8273873983273177, 0.8273873983273177, 0.8273873983273177, 0.8169952256320814, 0.8236509298598239, 0.8337420626115702, 0.8337420626115702]",95.26476813752907,196.52953627505815,207.09391902864488
2,"[2.3932639284312773, 0.5556925500531193, 0.9661816152611796]",[1.68470572 0.9999     0.81686554],[ 2.60299214 -0.68217885  1.69115961 -0.68563599],[0.25 0.25 0.25 0.25],[0.5 0.5 0.5 0.5],"[0.8506761898493482, 0.5114399674408248, 0.5130843698448682, 0.8506761898493482, 0.09519949938564386, 0.4253791008584049, 0.09168284682723644, 0.09253994925640342, 0.10906818028757455, 0.08802461423532548, 0.10265233570401751, 0.09728920873977645, 0.09506283196868359, 0.09199113086897702, 0.11084659524609411, 0.09041555957309741, 0.08709850194039401, 0.10846435206319727, 0.17519752039742395, 0.1792283059964773, 0.20041250270616204, 0.19858778140881592, 0.10317354746207427, 0.10038403224570314, 0.19869245138679048, 0.1830737693620521, 0.1822768952066498, 0.09571321691088526, 0.17859499512239782, 0.17823736798546921, 0.17517390009104772, 0.16206710777223698, 0.09292080583131393, 0.15350928663992505, 0.09172982684731237, 0.14639056571898673, 0.13987200521534068, 0.1419083687400007, 0.09021385437024196, 0.08813210689973727, 0.08794054355461946, 0.14406537063578093, 0.14172703621601554, 0.08683174067834852, 0.1397868227516236, 0.13728089005337915, 0.13670111261841952, 0.08718212068998626, 0.08646753157914369, 0.08579668936206981, 0.13454193106223006, 0.13255510768062673, 0.13077436855816008, 0.13091360013303233, 0.12998867373234313, 0.1299581711729841, 0.1264125520556062, 0.1254151738694029, 0.1239493269440643, 0.08636094281450955, 0.08596851438955859, 0.1233521340540114, 0.12209971209233768, 0.12114135454953341, 0.12391183252705398, 0.1231277523633392, 0.1209423524781915, 0.1207669012734063, 0.11978957058561787, 0.08656156888271417, 0.11957400711596426, 0.11991549711169136, 0.09082268242469377, 0.09746933732090571, 0.11957516150430515, 0.10139398561038013, 0.1265329895187676, 0.12758961781072875, 0.125506222668961, 0.10032592707690725, 0.12335464009889972, 0.12197437600431711, 0.12161652985474172, 0.09901249262054661, 0.09889726257058906, 0.09841905540603607, 0.12329375608690928, 0.12393061623390643, 0.12344225554706187, 0.098366270947122, 0.12900182095072477, 0.128104483696041, 0.12806260848197853, 0.1275314030689768, 0.12654494924967988, 0.1258404340596641, 0.09932142886188826, 0.12620972376445921, 0.09824703522713046, 0.12656100499496034, 0.1262331307489308, 0.125819742292082, 0.12512777595117267, 0.12459710723796055, 0.12448227119584147, 0.12498506541408874, 0.12454649413180928, 0.09721604997822333, 0.09902179670438775, 0.10705483561271283, 0.12385585815362725, 0.1573671948780896, 0.1284622713115942, 0.12313566518610809, 0.136423573168294, 0.137615653404713, 0.13776161029251752, 0.12284134485961591, 0.1240670425888695, 0.1229882653662172, 0.1215306662019814, 0.1202698875925741, 0.14061378626480625, 0.14234196612410718, 0.1411881192132056, 0.1196324824897524, 0.119074888915996, 0.11866962545053455, 0.14098553734175034, 0.11806803795784312, 0.11881389695248137, 0.11798733054977976, 0.11678873611256974, 0.11629152998626612, 0.11674665796627405, 0.13992217772455567, 0.15686301630036384, 0.14998305363157005, 0.11644005804889825, 0.11624656693122519, 0.11566570720076066, 0.11533899380611735, 0.11534307275626168, 0.1148217671990426, 0.14221174409582937, 0.11444268488823765, 0.13753185669213489, 0.13701313893469816, 0.11393188991279345, 0.1139304504496021, 0.12010169750026756, 0.13238827078768353, 0.11796256258367345, 0.1300626467876549, 0.12010169750026756, 0.1300626467876549, 0.11796256258367345, 0.13238827078768353, 0.12010169750026756, 0.1300626467876549, 0.13238827078768353, 0.12010169750026756, 0.11796256258367345, 0.11796256258367345, 0.11796256258367345, 0.1300626467876549, 0.13238827078768353, 0.1300626467876549, 0.13238827078768353, 0.12010169750026756, 0.12010169750026756, 0.12010169750026756, 0.12010169750026756, 0.1300626467876549, 0.13238827078768353, 0.1300626467876549, 0.11796256258367345, 0.1300626467876549, 0.1300626467876549, 0.13238827078768353, 0.11796256258367345, 0.11796256258367345, 0.1300626467876549, 0.13238827078768353, 0.13238827078768353, 0.12010169750026756, 0.11796256258367345, 0.11796256258367345, 0.13238827078768353, 0.12010169750026756, 0.12010169750026756, 0.12010169750026756, 0.11796256258367345, 0.11796256258367345, 0.12010169750026756, 0.13238827078768353, 0.1300626467876549, 0.11796256258367345, 0.1300626467876549, 0.11796256258367345, 0.13238827078768353, 0.12010169750026756, 0.1300626467876549, 0.13238827078768353, 0.13238827078768353, 0.1300626467876549, 0.11796256258367345, 0.13238827078768353, 0.12010169750026756, 0.1300626467876549, 0.11796256258367345, 0.12010169750026756, 0.1300626467876549, 0.1300626467876549, 0.1300626467876549, 0.12010169750026756, 0.13238827078768353, 0.12010169750026756, 0.11796256258367345, 0.11796256258367345, 0.13238827078768353, 0.12010169750026756, 0.12010169750026756, 0.1300626467876549, 0.13238827078768353, 0.13238827078768353, 0.1300626467876549, 0.13238827078768353, 0.11796256258367345, 0.11796256258367345, 0.1300626467876549, 0.11796256258367345, 0.1300626467876549, 0.13238827078768353, 0.1300626467876549, 0.12010169750026756, 0.11796256258367345, 0.13238827078768353, 0.12010169750026756, 0.12010169750026756, 0.13238827078768353, 0.1300626467876549, 0.11796256258367345, 0.1300626467876549, 0.13238827078768353, 0.11796256258367345, 0.11796256258367345, 0.13238827078768353, 0.12010169750026756, 0.12010169750026756]","[0.5608618220806182, 0.190080672333614, 0.19109597302144402, 0.5608618220806182, 0.0230449558589974, 0.1423406730634178, 0.02212849281928701, 0.02235136289210266, 0.026712480632191584, 0.021180828761036816, 0.025005173862249094, 0.023592110073375014, 0.023009238590948115, 0.02220861834712619, 0.027189022455793573, 0.021799547547244013, 0.02094183473654411, 0.026551006094582594, 0.04545621997107227, 0.04667093812791161, 0.053202888266565315, 0.05263026302603908, 0.025143182945447266, 0.024405970590020837, 0.05266305823394104, 0.04783806101425174, 0.04759553834525564, 0.023179286248733076, 0.04647949950318023, 0.04637149161827598, 0.04544912766330542, 0.04155949587360746, 0.02245049852034302, 0.03906829401483254, 0.022140700643320393, 0.03702444968007829, 0.03517512727336025, 0.035750588281227125, 0.021747255798963225, 0.02120859236688808, 0.021159118135758867, 0.03636237333609828, 0.035699262217570006, 0.020873062207153195, 0.03515109978981261, 0.03444583970012487, 0.03428310631969553, 0.020963398397853845, 0.02077921635393464, 0.020606508967093574, 0.03367849971204811, 0.03312415084994016, 0.03262891832068507, 0.032667584438341675, 0.03241089648069588, 0.03240243831001602, 0.03142228441691166, 0.031147644864377426, 0.030744860470570075, 0.020751762351098057, 0.020650726729694813, 0.03058105465926623, 0.030238068649091322, 0.029976111428106196, 0.030734571074923143, 0.03051955171066369, 0.029921770147626266, 0.029873875233762594, 0.029607345192841632, 0.02080344152598427, 0.029548618363862928, 0.029641661887467634, 0.021905147121289013, 0.02363936347080554, 0.02954893280089108, 0.024672480844875628, 0.031455480147904676, 0.031747009848380865, 0.031172696668075674, 0.024390651359111046, 0.030581741699062668, 0.030203784858111326, 0.030105941971743277, 0.024044767935173406, 0.02401445936695609, 0.023888740858498635, 0.030565050998689225, 0.030739725706011172, 0.03060576359682195, 0.023874870250933378, 0.0321374739311235, 0.031889256549135145, 0.031877682587624245, 0.03173093426588602, 0.03145877693960063, 0.03126468754921613, 0.024126055356543396, 0.031366395150089446, 0.023843542223981763, 0.03146320293578975, 0.031372843941464335, 0.03125899065483946, 0.03106859390367804, 0.03092273203083764, 0.03089118520177971, 0.031029354800894554, 0.030908827240654538, 0.023572922305997394, 0.024047215412821385, 0.026174718101617873, 0.030719211554312675, 0.04018667583565881, 0.03198818013160065, 0.030521720210104093, 0.03420526379825569, 0.034539876550090526, 0.034580893756036055, 0.030441081893103888, 0.030777168859934548, 0.030481330301435614, 0.030082473912578383, 0.0297382778145549, 0.03538451270352471, 0.035873383582964, 0.035546817799125496, 0.029564546906641214, 0.029412724638227403, 0.029302469785768212, 0.03548955011569973, 0.029138944298448103, 0.0293417111354608, 0.029117018928404684, 0.02879175825916244, 0.02865702733621343, 0.02878035166477847, 0.03518928113899456, 0.04004008486251844, 0.03805268978531255, 0.028697262906794453, 0.028644849060582903, 0.028487606701834235, 0.028399231737411764, 0.02840033477751965, 0.028259424098111968, 0.035836494791322136, 0.02815703540025131, 0.03451633246630915, 0.0343706662902189, 0.02801917609172604, 0.028018787761959683, 0.029692417580861004, 0.03307768792485582, 0.029110290947393036, 0.032431410599678336, 0.029692417580861004, 0.032431410599678336, 0.029110290947393036, 0.03307768792485582, 0.029692417580861004, 0.032431410599678336, 0.03307768792485582, 0.029692417580861004, 0.029110290947393036, 0.029110290947393036, 0.029110290947393036, 0.032431410599678336, 0.03307768792485582, 0.032431410599678336, 0.03307768792485582, 0.029692417580861004, 0.029692417580861004, 0.029692417580861004, 0.029692417580861004, 0.032431410599678336, 0.03307768792485582, 0.032431410599678336, 0.029110290947393036, 0.032431410599678336, 0.032431410599678336, 0.03307768792485582, 0.029110290947393036, 0.029110290947393036, 0.032431410599678336, 0.03307768792485582, 0.03307768792485582, 0.029692417580861004, 0.029110290947393036, 0.029110290947393036, 0.03307768792485582, 0.029692417580861004, 0.029692417580861004, 0.029692417580861004, 0.029110290947393036, 0.029110290947393036, 0.029692417580861004, 0.03307768792485582, 0.032431410599678336, 0.029110290947393036, 0.032431410599678336, 0.029110290947393036, 0.03307768792485582, 0.029692417580861004, 0.032431410599678336, 0.03307768792485582, 0.03307768792485582, 0.032431410599678336, 0.029110290947393036, 0.03307768792485582, 0.029692417580861004, 0.032431410599678336, 0.029110290947393036, 0.029692417580861004, 0.032431410599678336, 0.032431410599678336, 0.032431410599678336, 0.029692417580861004, 0.03307768792485582, 0.029692417580861004, 0.029110290947393036, 0.029110290947393036, 0.03307768792485582, 0.029692417580861004, 0.029692417580861004, 0.032431410599678336, 0.03307768792485582, 0.03307768792485582, 0.032431410599678336, 0.03307768792485582, 0.029110290947393036, 0.029110290947393036, 0.032431410599678336, 0.029110290947393036, 0.032431410599678336, 0.03307768792485582, 0.032431410599678336, 0.029692417580861004, 0.029110290947393036, 0.03307768792485582, 0.029692417580861004, 0.029692417580861004, 0.03307768792485582, 0.032431410599678336, 0.029110290947393036, 0.032431410599678336, 0.03307768792485582, 0.029110290947393036, 0.029110290947393036, 0.03307768792485582, 0.029692417580861004, 0.029692417580861004]",82.82514500860607,171.65029001721214,182.21467277079887
